name,address,phone,location,price,cuisine,rating
resto_bangkok_moderate_japanese_8stars,resto_bangkok_moderate_japanese_8stars_address,resto_bangkok_moderate_japanese_8stars_phone,bangkok,moderate,japanese,8stars
resto_beijing_expensive_thai_3stars,resto_beijing_expensive_thai_3stars_address,resto_beijing_expensive_thai_3stars_phone,beijing,expensive,thai,3stars
resto_rome_moderate_french_4stars,resto_rome_moderate_french_4stars_address,resto_rome_moderate_french_4stars_phone,rome,moderate,french,4stars
resto_paris_moderate_indian_4stars,resto_paris_moderate_indian_4stars_address,resto_paris_moderate_indian_4stars_phone,paris,moderate,indian,4stars
resto_hanoi_cheap_japanese_6stars,resto_hanoi_cheap_japanese_6stars_address,resto_hanoi_cheap_japanese_6stars_phone,hanoi,cheap,japanese,6stars
resto_bombay_moderate_british_4stars,resto_bombay_moderate_british_4stars_address,resto_bombay_moderate_british_4stars_phone,bombay,moderate,british,4stars
resto_beijing_expensive_japanese_7stars,resto_beijing_expensive_japanese_7stars_address,resto_beijing_expensive_japanese_7stars_phone,beijing,expensive,japanese,7stars
resto_bangkok_expensive_vietnamese_2stars,resto_bangkok_expensive_vietnamese_2stars_address,resto_bangkok_expensive_vietnamese_2stars_phone,bangkok,expensive,vietnamese,2stars
resto_tokyo_cheap_japanese_8stars,resto_tokyo_cheap_japanese_8stars_address,resto_tokyo_cheap_japanese_8stars_phone,tokyo,cheap,japanese,8stars
resto_hanoi_expensive_cantonese_3stars,resto_hanoi_expensive_cantonese_3stars_address,resto_hanoi_expensive_cantonese_3stars_phone,hanoi,expensive,cantonese,3stars
resto_madrid_expensive_italian_4stars,resto_madrid_expensive_italian_4stars_address,resto_madrid_expensive_italian_4stars_phone,madrid,expensive,italian,4stars
resto_london_expensive_italian_7stars,resto_london_expensive_italian_7stars_address,resto_london_expensive_italian_7stars_phone,london,expensive,italian,7stars
resto_bombay_cheap_french_6stars,resto_bombay_cheap_french_6stars_address,resto_bombay_cheap_french_6stars_phone,bombay,cheap,french,6stars
resto_beijing_cheap_thai_2stars,resto_beijing_cheap_thai_2stars_address,resto_beijing_cheap_thai_2stars_phone,beijing,cheap,thai,2stars
resto_london_cheap_indian_2stars,resto_london_cheap_indian_2stars_address,resto_london_cheap_indian_2stars_phone,london,cheap,indian,2stars
resto_rome_cheap_indian_8stars,resto_rome_cheap_indian_8stars_address,resto_rome_cheap_indian_8stars_phone,rome,cheap,indian,8stars
resto_rome_expensive_italian_8stars,resto_rome_expensive_italian_8stars_address,resto_rome_expensive_italian_8stars_phone,rome,expensive,italian,8stars
resto_bombay_cheap_spanish_7stars,resto_bombay_cheap_spanish_7stars_address,resto_bombay_cheap_spanish_7stars_phone,bombay,cheap,spanish,7stars
resto_bangkok_moderate_cantonese_6stars,resto_bangkok_moderate_cantonese_6stars_address,resto_bangkok_moderate_cantonese_6stars_phone,bangkok,moderate,cantonese,6stars
resto_paris_cheap_indian_4stars,resto_paris_cheap_indian_4stars_address,resto_paris_cheap_indian_4stars_phone,paris,cheap,indian,4stars
resto_bangkok_cheap_vietnamese_1stars,resto_bangkok_cheap_vietnamese_1stars_address,resto_bangkok_cheap_vietnamese_1stars_phone,bangkok,cheap,vietnamese,1stars
resto_tokyo_expensive_thai_8stars,resto_tokyo_expensive_thai_8stars_address,resto_tokyo_expensive_thai_8stars_phone,tokyo,expensive,thai,8stars
resto_madrid_expensive_french_6stars,resto_madrid_expensive_french_6stars_address,resto_madrid_expensive_french_6stars_phone,madrid,expensive,french,6stars
resto_seoul_cheap_cantonese_8stars,resto_seoul_cheap_cantonese_8stars_address,resto_seoul_cheap_cantonese_8stars_phone,seoul,cheap,cantonese,8stars
resto_bombay_moderate_british_5stars,resto_bombay_moderate_british_5stars_address,resto_bombay_moderate_british_5stars_phone,bombay,moderate,british,5stars
resto_seoul_moderate_korean_3stars,resto_seoul_moderate_korean_3stars_address,resto_seoul_moderate_korean_3stars_phone,seoul,moderate,korean,3stars
resto_paris_cheap_indian_7stars,resto_paris_cheap_indian_7stars_address,resto_paris_cheap_indian_7stars_phone,paris,cheap,indian,7stars
resto_rome_moderate_italian_7stars,resto_rome_moderate_italian_7stars_address,resto_rome_moderate_italian_7stars_phone,rome,moderate,italian,7stars
resto_rome_moderate_spanish_5stars,resto_rome_moderate_spanish_5stars_address,resto_rome_moderate_spanish_5stars_phone,rome,moderate,spanish,5stars
resto_rome_cheap_spanish_8stars,resto_rome_cheap_spanish_8stars_address,resto_rome_cheap_spanish_8stars_phone,rome,cheap,spanish,8stars
resto_rome_cheap_indian_4stars,resto_rome_cheap_indian_4stars_address,resto_rome_cheap_indian_4stars_phone,rome,cheap,indian,4stars
resto_rome_expensive_french_4stars,resto_rome_expensive_french_4stars_address,resto_rome_expensive_french_4stars_phone,rome,expensive,french,4stars
resto_bombay_cheap_spanish_3stars,resto_bombay_cheap_spanish_3stars_address,resto_bombay_cheap_spanish_3stars_phone,bombay,cheap,spanish,3stars
resto_seoul_expensive_cantonese_5stars,resto_seoul_expensive_cantonese_5stars_address,resto_seoul_expensive_cantonese_5stars_phone,seoul,expensive,cantonese,5stars
resto_madrid_expensive_spanish_5stars,resto_madrid_expensive_spanish_5stars_address,resto_madrid_expensive_spanish_5stars_phone,madrid,expensive,spanish,5stars
resto_bombay_expensive_indian_6stars,resto_bombay_expensive_indian_6stars_address,resto_bombay_expensive_indian_6stars_phone,bombay,expensive,indian,6stars
resto_paris_expensive_indian_4stars,resto_paris_expensive_indian_4stars_address,resto_paris_expensive_indian_4stars_phone,paris,expensive,indian,4stars
resto_seoul_expensive_japanese_7stars,resto_seoul_expensive_japanese_7stars_address,resto_seoul_expensive_japanese_7stars_phone,seoul,expensive,japanese,7stars
resto_bangkok_cheap_japanese_5stars,resto_bangkok_cheap_japanese_5stars_address,resto_bangkok_cheap_japanese_5stars_phone,bangkok,cheap,japanese,5stars
resto_tokyo_expensive_cantonese_2stars,resto_tokyo_expensive_cantonese_2stars_address,resto_tokyo_expensive_cantonese_2stars_phone,tokyo,expensive,cantonese,2stars
resto_rome_expensive_indian_6stars,resto_rome_expensive_indian_6stars_address,resto_rome_expensive_indian_6stars_phone,rome,expensive,indian,6stars
resto_london_expensive_italian_4stars,resto_london_expensive_italian_4stars_address,resto_london_expensive_italian_4stars_phone,london,expensive,italian,4stars
resto_tokyo_cheap_cantonese_1stars,resto_tokyo_cheap_cantonese_1stars_address,resto_tokyo_cheap_cantonese_1stars_phone,tokyo,cheap,cantonese,1stars
resto_hanoi_moderate_korean_5stars,resto_hanoi_moderate_korean_5stars_address,resto_hanoi_moderate_korean_5stars_phone,hanoi,moderate,korean,5stars
resto_seoul_cheap_thai_4stars,resto_seoul_cheap_thai_4stars_address,resto_seoul_cheap_thai_4stars_phone,seoul,cheap,thai,4stars
resto_madrid_expensive_indian_3stars,resto_madrid_expensive_indian_3stars_address,resto_madrid_expensive_indian_3stars_phone,madrid,expensive,indian,3stars
resto_tokyo_cheap_vietnamese_7stars,resto_tokyo_cheap_vietnamese_7stars_address,resto_tokyo_cheap_vietnamese_7stars_phone,tokyo,cheap,vietnamese,7stars
resto_beijing_moderate_japanese_7stars,resto_beijing_moderate_japanese_7stars_address,resto_beijing_moderate_japanese_7stars_phone,beijing,moderate,japanese,7stars
resto_tokyo_expensive_korean_3stars,resto_tokyo_expensive_korean_3stars_address,resto_tokyo_expensive_korean_3stars_phone,tokyo,expensive,korean,3stars
resto_bangkok_cheap_japanese_3stars,resto_bangkok_cheap_japanese_3stars_address,resto_bangkok_cheap_japanese_3stars_phone,bangkok,cheap,japanese,3stars
resto_bangkok_expensive_thai_8stars,resto_bangkok_expensive_thai_8stars_address,resto_bangkok_expensive_thai_8stars_phone,bangkok,expensive,thai,8stars
resto_paris_expensive_french_4stars,resto_paris_expensive_french_4stars_address,resto_paris_expensive_french_4stars_phone,paris,expensive,french,4stars
resto_hanoi_expensive_japanese_4stars,resto_hanoi_expensive_japanese_4stars_address,resto_hanoi_expensive_japanese_4stars_phone,hanoi,expensive,japanese,4stars
resto_bombay_moderate_italian_5stars,resto_bombay_moderate_italian_5stars_address,resto_bombay_moderate_italian_5stars_phone,bombay,moderate,italian,5stars
resto_hanoi_cheap_cantonese_7stars,resto_hanoi_cheap_cantonese_7stars_address,resto_hanoi_cheap_cantonese_7stars_phone,hanoi,cheap,cantonese,7stars
resto_london_expensive_indian_6stars,resto_london_expensive_indian_6stars_address,resto_london_expensive_indian_6stars_phone,london,expensive,indian,6stars
resto_rome_expensive_spanish_3stars,resto_rome_expensive_spanish_3stars_address,resto_rome_expensive_spanish_3stars_phone,rome,expensive,spanish,3stars
resto_seoul_cheap_cantonese_1stars,resto_seoul_cheap_cantonese_1stars_address,resto_seoul_cheap_cantonese_1stars_phone,seoul,cheap,cantonese,1stars
resto_bombay_cheap_british_4stars,resto_bombay_cheap_british_4stars_address,resto_bombay_cheap_british_4stars_phone,bombay,cheap,british,4stars
resto_paris_expensive_italian_3stars,resto_paris_expensive_italian_3stars_address,resto_paris_expensive_italian_3stars_phone,paris,expensive,italian,3stars
resto_tokyo_expensive_cantonese_1stars,resto_tokyo_expensive_cantonese_1stars_address,resto_tokyo_expensive_cantonese_1stars_phone,tokyo,expensive,cantonese,1stars
resto_tokyo_moderate_korean_1stars,resto_tokyo_moderate_korean_1stars_address,resto_tokyo_moderate_korean_1stars_phone,tokyo,moderate,korean,1stars
resto_paris_expensive_spanish_1stars,resto_paris_expensive_spanish_1stars_address,resto_paris_expensive_spanish_1stars_phone,paris,expensive,spanish,1stars
resto_seoul_moderate_thai_4stars,resto_seoul_moderate_thai_4stars_address,resto_seoul_moderate_thai_4stars_phone,seoul,moderate,thai,4stars
resto_paris_cheap_french_3stars,resto_paris_cheap_french_3stars_address,resto_paris_cheap_french_3stars_phone,paris,cheap,french,3stars
resto_tokyo_moderate_cantonese_7stars,resto_tokyo_moderate_cantonese_7stars_address,resto_tokyo_moderate_cantonese_7stars_phone,tokyo,moderate,cantonese,7stars
resto_beijing_expensive_korean_5stars,resto_beijing_expensive_korean_5stars_address,resto_beijing_expensive_korean_5stars_phone,beijing,expensive,korean,5stars
resto_hanoi_cheap_korean_5stars,resto_hanoi_cheap_korean_5stars_address,resto_hanoi_cheap_korean_5stars_phone,hanoi,cheap,korean,5stars
resto_london_cheap_french_4stars,resto_london_cheap_french_4stars_address,resto_london_cheap_french_4stars_phone,london,cheap,french,4stars
resto_tokyo_expensive_japanese_4stars,resto_tokyo_expensive_japanese_4stars_address,resto_tokyo_expensive_japanese_4stars_phone,tokyo,expensive,japanese,4stars
resto_hanoi_moderate_vietnamese_7stars,resto_hanoi_moderate_vietnamese_7stars_address,resto_hanoi_moderate_vietnamese_7stars_phone,hanoi,moderate,vietnamese,7stars
resto_bangkok_cheap_vietnamese_7stars,resto_bangkok_cheap_vietnamese_7stars_address,resto_bangkok_cheap_vietnamese_7stars_phone,bangkok,cheap,vietnamese,7stars
resto_hanoi_expensive_japanese_8stars,resto_hanoi_expensive_japanese_8stars_address,resto_hanoi_expensive_japanese_8stars_phone,hanoi,expensive,japanese,8stars
resto_madrid_expensive_british_3stars,resto_madrid_expensive_british_3stars_address,resto_madrid_expensive_british_3stars_phone,madrid,expensive,british,3stars
resto_paris_expensive_french_7stars,resto_paris_expensive_french_7stars_address,resto_paris_expensive_french_7stars_phone,paris,expensive,french,7stars
resto_hanoi_expensive_vietnamese_8stars,resto_hanoi_expensive_vietnamese_8stars_address,resto_hanoi_expensive_vietnamese_8stars_phone,hanoi,expensive,vietnamese,8stars
resto_beijing_moderate_vietnamese_3stars,resto_beijing_moderate_vietnamese_3stars_address,resto_beijing_moderate_vietnamese_3stars_phone,beijing,moderate,vietnamese,3stars
resto_seoul_expensive_vietnamese_1stars,resto_seoul_expensive_vietnamese_1stars_address,resto_seoul_expensive_vietnamese_1stars_phone,seoul,expensive,vietnamese,1stars
resto_rome_expensive_french_5stars,resto_rome_expensive_french_5stars_address,resto_rome_expensive_french_5stars_phone,rome,expensive,french,5stars
resto_beijing_cheap_korean_8stars,resto_beijing_cheap_korean_8stars_address,resto_beijing_cheap_korean_8stars_phone,beijing,cheap,korean,8stars
resto_beijing_cheap_japanese_2stars,resto_beijing_cheap_japanese_2stars_address,resto_beijing_cheap_japanese_2stars_phone,beijing,cheap,japanese,2stars
resto_paris_cheap_indian_8stars,resto_paris_cheap_indian_8stars_address,resto_paris_cheap_indian_8stars_phone,paris,cheap,indian,8stars
resto_beijing_expensive_korean_8stars,resto_beijing_expensive_korean_8stars_address,resto_beijing_expensive_korean_8stars_phone,beijing,expensive,korean,8stars
resto_seoul_expensive_vietnamese_2stars,resto_seoul_expensive_vietnamese_2stars_address,resto_seoul_expensive_vietnamese_2stars_phone,seoul,expensive,vietnamese,2stars
resto_bangkok_cheap_thai_3stars,resto_bangkok_cheap_thai_3stars_address,resto_bangkok_cheap_thai_3stars_phone,bangkok,cheap,thai,3stars
resto_tokyo_expensive_vietnamese_3stars,resto_tokyo_expensive_vietnamese_3stars_address,resto_tokyo_expensive_vietnamese_3stars_phone,tokyo,expensive,vietnamese,3stars
resto_hanoi_expensive_japanese_5stars,resto_hanoi_expensive_japanese_5stars_address,resto_hanoi_expensive_japanese_5stars_phone,hanoi,expensive,japanese,5stars
